"glatos_project","glatos_batch_id","vrl_file","size_kb","created_timestamp"
"THFHA","20190211","VR2W_113254_20180508_1.vrl",138684,2019-02-11 08:20:04
"THFHA","20190211","VR2W_119457_20180508_1.vrl",92781,2019-02-11 08:20:04
"THFHA","20190211","VR2W_119457_20181102_1.vrl",74402,2019-02-11 08:20:04
"THFHA","20190211","VR2W_125900_20180510_1.vrl",1028687,2019-02-11 08:20:04
"THFHA","20190211","VR2W_125900_20181031_1.vrl",431734,2019-02-11 08:20:04
"THFHA","20190211","VR2W_125901_20180510_1.vrl",481949,2019-02-11 08:20:04
"THFHA","20190211","VR2W_125901_20181101_1.vrl",219964,2019-02-11 08:20:04
"THFHA","20190211","VR2W_125902_20180509_1.vrl",369043,2019-02-11 08:20:04
"THFHA","20190211","VR2W_125902_20181030_1.vrl",240293,2019-02-11 08:20:04
"THFHA","20190211","VR2W_125903_20180507_1.vrl",784931,2019-02-11 08:20:04
"THFHA","20190211","VR2W_125903_20181030_1.vrl",1165128,2019-02-11 08:20:04
"THFHA","20190211","VR2W_125986_20180509_1.vrl",84332,2019-02-11 08:20:04
"THFHA","20200520","VR2W_104766_20190612_1.vrl",1297320,2020-05-20 16:06:08
"THFHA","20200520","VR2W_104767_20191127_1.vrl",307171,2020-05-20 16:06:08
"THFHA","20200520","VR2W_104769_20190614_1.vrl",269775,2020-05-20 16:06:08
"THFHA","20200520","VR2W_104770_20191030_1.vrl",1410564,2020-05-20 16:06:08
"THFHA","20200520","VR2W_104771_20190611_1.vrl",283514,2020-05-20 16:06:08
"THFHA","20200520","VR2W_104774_20190611_1.vrl",367056,2020-05-20 16:06:08
"THFHA","20200520","VR2W_104776_20190820_1.vrl",266473,2020-05-20 16:06:08
"THFHA","20200520","VR2W_105260_20191031_1.vrl",46682,2020-05-20 16:06:08
"THFHA","20200520","VR2W_105260_20191031_2.vrl",6530437,2020-05-20 16:06:08
"THFHA","20200520","VR2W_107324_20190628_1.vrl",483004,2020-05-20 16:06:08
"THFHA","20200520","VR2W_107333_20190617_1.vrl",225112,2020-05-20 16:06:08
"THFHA","20200520","VR2W_109215_20191127_1.vrl",930395,2020-05-20 16:06:08
"THFHA","20200520","VR2W_109218_20190614_1.vrl",613362,2020-05-20 16:06:08
"THFHA","20200520","VR2W_109219_20190610_1.vrl",1353641,2020-05-20 16:06:08
"THFHA","20200520","VR2W_109370_20191028_1.vrl",289535,2020-05-20 16:06:08
"THFHA","20200520","VR2W_109372_20191029_1.vrl",744153,2020-05-20 16:06:08
"THFHA","20200520","VR2W_109378_20191127_1.vrl",104113,2020-05-20 16:06:08
"THFHA","20200520","VR2W_109385_20190820_1.vrl",2901677,2020-05-20 16:06:08
"THFHA","20200520","VR2W_109393_20191127_1.vrl",2042415,2020-05-20 16:06:08
"THFHA","20200520","VR2W_109768_20190717_1.vrl",83711,2020-05-20 16:06:08
"THFHA","20200520","VR2W_111032_20190610_1.vrl",373478,2020-05-20 16:06:08
"THFHA","20200520","VR2W_113144_20190820_1.vrl",574672,2020-05-20 16:06:08
"THFHA","20200520","VR2W_113249_20190920_1.vrl",2395212,2020-05-20 16:06:08
"THFHA","20200520","VR2W_113252_20190613_1.vrl",1927723,2020-05-20 16:06:08
"THFHA","20200520","VR2W_113253_20190613_1.vrl",1208971,2020-05-20 16:06:08
"THFHA","20200520","VR2W_119457_20191030_1.vrl",536099,2020-05-20 16:06:08
"THFHA","20200520","VR2W_119708_20191114_1.vrl",8597,2020-05-20 16:06:08
"THFHA","20200520","VR2W_122067_20191010_1.vrl",114373,2020-05-20 16:06:08
"THFHA","20200520","VR2W_125900_20191028_1.vrl",1061406,2020-05-20 16:06:08
"THFHA","20200520","VR2W_125903_20191028_1.vrl",1068367,2020-05-20 16:06:08
"THFHA","20200520","VR2W_125903_20191114_1.vrl",23068,2020-05-20 16:06:08
"THFHA","20200520","VR2W_125986_20190816_1.vrl",580753,2020-05-20 16:06:08
"THFHA","20200520","VR2W_131486_20191114_1.vrl",33692,2020-05-20 16:06:08
"THFHA","20200520","VR2W_131488_20191114_1.vrl",7482,2020-05-20 16:06:08
"THFHA","20200520","VR2W_133000_20191121_1.vrl",144941,2020-05-20 16:06:08
"THFHA","20210107","VR2W_104769_20200904_1.vrl",119583,2021-01-07 09:18:50
"THFHA","20210107","VR2W_104770_20200922_1.vrl",1607925,2021-01-07 09:18:50
"THFHA","20210107","VR2W_105260_20200922_1.vrl",4353770,2021-01-07 09:18:50
"THFHA","20210107","VR2W_105468_20200925_1.vrl",266194,2021-01-07 09:18:50
"THFHA","20210107","VR2W_107324_20200904_1.vrl",79962,2021-01-07 09:18:50
"THFHA","20210107","VR2W_107331_20200925_1.vrl",82128,2021-01-07 09:18:50
"THFHA","20210107","VR2W_109218_20200904_1.vrl",376326,2021-01-07 09:18:50
"THFHA","20210107","VR2W_109768_20200904_1.vrl",80073,2021-01-07 09:18:50
"THFHA","20210107","VR2W_111032_20201111_1.vrl",1472107,2021-01-07 09:18:50
"THFHA","20210107","VR2W_113249_20201002_1.vrl",492400,2021-01-07 09:18:50
"THFHA","20210107","VR2W_119457_20200922_1.vrl",138771,2021-01-07 09:18:50
"THFHA","20210107","VR2W_119708_20201111_1.vrl",62154,2021-01-07 09:18:50
"THFHA","20210107","VR2W_122067_20201002_1.vrl",172265,2021-01-07 09:18:50
"THFHA","20210107","VR2W_125903_20201111_1.vrl",92269,2021-01-07 09:18:50
"THFHA","20210107","VR2W_131488_20201111_1.vrl",68075,2021-01-07 09:18:50
"THFHA","20210107","VR2W_133000_20201111_1.vrl",98464,2021-01-07 09:18:50
"THFHA","20210107","VR2W_133003_20201111_1.vrl",192353,2021-01-07 09:18:50
"THFHA","20210629","VR2W_104767_20210413_1.vrl",119336,2021-06-29 10:45:10
"THFHA","20210629","VR2W_104771_20210419_1.vrl",809290,2021-06-29 10:45:10
"THFHA","20210629","VR2W_104774_20210408_1.vrl",559608,2021-06-29 10:45:10
"THFHA","20210629","VR2W_104776_20210415_1.vrl",87737,2021-06-29 10:45:10
"THFHA","20210629","VR2W_105260_20210408_1.vrl",2604553,2021-06-29 10:45:10
"THFHA","20210629","VR2W_107333_20210426_1.vrl",217632,2021-06-29 10:45:10
"THFHA","20210629","VR2W_109215_20210415_1.vrl",224832,2021-06-29 10:45:10
"THFHA","20210629","VR2W_109378_20210415_1.vrl",62755,2021-06-29 10:45:10
"THFHA","20210629","VR2W_109393_20210413_1.vrl",720229,2021-06-29 10:45:10
"THFHA","20210629","VR2W_113144_20210419_1.vrl",114662,2021-06-29 10:45:10
"THFHA","20210629","VR2W_113252_20210414_2.vrl",862330,2021-06-29 10:45:10
"THFHA","20210629","VR2W_113253_20210414_2.vrl",1628825,2021-06-29 10:45:10
"THFHA","20210629","VR2W_121984_20210414_1.vrl",1032237,2021-06-29 10:45:10
"THFHA","20210629","VR2W_121996_20210409_1.vrl",87358,2021-06-29 10:45:10
"THFHA","20210629","VR2W_125986_20210415_1.vrl",133233,2021-06-29 10:45:10
"THFHA","20210629","VR2W_127842_20210409_1.vrl",87835,2021-06-29 10:45:10
"THFHA","20210629","VR2W_131486_20210413_1.vrl",120731,2021-06-29 10:45:10
"THFHA","20210629","VR2W_131489_20210409_1.vrl",1777798,2021-06-29 10:45:10
"THFHA","20210629","VR2W_132817_20210409_1.vrl",87846,2021-06-29 10:45:10
"THFHA","20210708","VR2AR_548244_20210608_1.vrl",3327505,2021-07-08 09:21:08
"THFHA","20210708","VR2AR_548247_20210608_1.vrl",3561976,2021-07-08 09:21:08
"THFHA","20210708","VR2AR_548250_20210608_1.vrl",3484425,2021-07-08 09:21:08
"THFHA","20210708","VR2AR_548266_20210608_1.vrl",3739926,2021-07-08 09:21:08
"THFHA","20210708","VR2AR_548278_20210608_1.vrl",3294927,2021-07-08 09:21:08
"THFHA","20220124","VR2W_104769_20210921_1.vrl",126164,2022-01-24 14:46:28
"THFHA","20220124","VR2W_104770_20211122_1.vrl",557322,2022-01-24 14:46:28
"THFHA","20220124","VR2W_107324_20210921_1.vrl",74507,2022-01-24 14:46:28
"THFHA","20220124","VR2W_109218_20210921_1.vrl",73578,2022-01-24 14:46:28
"THFHA","20220124","VR2W_109370_20211122_1.vrl",464452,2022-01-24 14:46:28
"THFHA","20220124","VR2W_109372_20220111_1.vrl",99855,2022-01-24 14:46:28
"THFHA","20220124","VR2W_109768_20211004_1.vrl",71880,2022-01-24 14:46:28
"THFHA","20220124","VR2W_119457_20211122_1.vrl",692748,2022-01-24 14:46:28
"THFHA","20220124","VR2W_122067_20210915_1.vrl",143395,2022-01-24 14:46:28
"THFHA","20220124","VR2W_125900_20211122_1.vrl",1681150,2022-01-24 14:46:28
"THFHA","20220124","VR2W_125902_20211122_1.vrl",1031813,2022-01-24 14:46:28
"THFHA","20220124","VR2W_125903_20211117_1.vrl",172357,2022-01-24 14:46:28
"THFHA","20220124","VR2W_127834_20211111_1.vrl",162460,2022-01-24 14:46:28
"THFHA","20220124","VR2W_129324_20211117_1.vrl",107211,2022-01-24 14:46:28
"THFHA","20220124","VR2W_131488_20211111_1.vrl",110668,2022-01-24 14:46:28
"THFHA","20220124","VR2W_133000_20211117_1.vrl",229922,2022-01-24 14:46:28
"THFHA","20220124","VR2W_133003_20211117_1.vrl",154361,2022-01-24 14:46:28
"THFHA","20220124_notLoaded","VR2W_109370_20211122_1 - Copy.vrl",464452,2022-01-24 14:46:28
"THFHA","20220124_notLoaded","VR2W_119457_20211122_1 - Copy.vrl",692748,2022-01-24 14:46:28
"THFHA","20220124_notLoaded","VR2W_125900_20211122_1 - Copy.vrl",1681150,2022-01-24 14:46:28
"THFHA","20220124_notLoaded","VR2W_125902_20211122_1 - Copy.vrl",1031813,2022-01-24 14:46:28
"THFHA","20220126","VR2W_104766_20210414_1.vrl",339160,2022-01-26 11:53:04
"THFHA","20220805","VR2AR_548247_20220606_1.vrl",3770576,2022-08-05 14:05:48
"THFHA","20220805","VR2AR_548266_20220606_1.vrl",3761002,2022-08-05 14:05:48
"THFHA","20220805","VR2AR_548266_20220628_1.vrl",90750,2022-08-05 14:05:48
"THFHA","20220805","VR2AR_549103_20220606_1.vrl",3478085,2022-08-05 14:05:48
"THFHA","20220805","VR2AR_549118_20220606_1.vrl",3762698,2022-08-05 14:05:48
"THFHA","20220805","VR2AR_549120_20220606_1.vrl",2456927,2022-08-05 14:05:48
"THFHA","20220805","VR2W_104767_20220516_1.vrl",155789,2022-08-05 14:05:48
"THFHA","20220805","VR2W_104771_20220607_1.vrl",817052,2022-08-05 14:05:48
"THFHA","20220805","VR2W_104774_20220725_1.vrl",689726,2022-08-05 14:05:48
"THFHA","20220805","VR2W_104776_20220628_1.vrl",126053,2022-08-05 14:05:48
"THFHA","20220805","VR2W_105260_20220525_1.vrl",5120455,2022-08-05 14:05:48
"THFHA","20220805","VR2W_105468_20220606_1.vrl",4804977,2022-08-05 14:05:48
"THFHA","20220805","VR2W_107331_20220621_1.vrl",644026,2022-08-05 14:05:48
"THFHA","20220805","VR2W_107333_20220620_1.vrl",283058,2022-08-05 14:05:48
"THFHA","20220805","VR2W_109378_20220516_1.vrl",80690,2022-08-05 14:05:48
"THFHA","20220805","VR2W_109385_20220719_1.vrl",5127136,2022-08-05 14:05:48
"THFHA","20220805","VR2W_109393_20220516_1.vrl",307917,2022-08-05 14:05:48
"THFHA","20220805","VR2W_113144_20220607_1.vrl",622293,2022-08-05 14:05:48
"THFHA","20220805","VR2W_113248_20220719_1.vrl",8335485,2022-08-05 14:05:48
"THFHA","20220805","VR2W_113253_20220715_1.vrl",3222118,2022-08-05 14:05:48
"THFHA","20220805","VR2W_119708_20220725_2.vrl",846513,2022-08-05 14:05:48
"THFHA","20220805","VR2W_121984_20220621_1.vrl",475856,2022-08-05 14:05:48
"THFHA","20220805","VR2W_121996_20220525_1.vrl",127042,2022-08-05 14:05:48
"THFHA","20220805","VR2W_125986_20220725_1.vrl",247060,2022-08-05 14:05:48
"THFHA","20220805","VR2W_127842_20220525_1.vrl",129888,2022-08-05 14:05:48
"THFHA","20220805","VR2W_131486_20220621_1.vrl",245645,2022-08-05 14:05:48
"THFHA","20220805","VR2W_131489_20220525_1.vrl",1113092,2022-08-05 14:05:48
"THFHA","20220805","VR2W_132817_20220525_1.vrl",131125,2022-08-05 14:05:48
"THFHA","20220805_notLoaded","VR2W_109372_20220111_1.vrl",99855,2022-08-05 14:05:48
"THFHA","20230316","VR2Tx_487564_20221004_1.vrl",468273,2023-03-16 13:32:46
"THFHA","20230316","VR2W_104769_20221003_1.vrl",201303,2023-03-16 13:32:46
"THFHA","20230316","VR2W_107324_20221003_1.vrl",90111,2023-03-16 13:32:46
"THFHA","20230316","VR2W_109215_20221031_1.vrl",137517,2023-03-16 13:32:46
"THFHA","20230316","VR2W_109218_20221003_1.vrl",152884,2023-03-16 13:32:46
"THFHA","20230316","VR2W_109768_20221003_1.vrl",83049,2023-03-16 13:32:46
"THFHA","20230316","VR2W_111032_20221012_1.vrl",122147,2023-03-16 13:32:46
"THFHA","20230316","VR2W_113249_20220927_1.vrl",413440,2023-03-16 13:32:46
"THFHA","20230316","VR2W_113254_20221031_1.vrl",144841,2023-03-16 13:32:46
"THFHA","20230316","VR2W_125903_20221115_1.vrl",1604397,2023-03-16 13:32:46
"THFHA","20230316","VR2W_127834_20221115_2.vrl",819298,2023-03-16 13:32:46
"THFHA","20230316","VR2W_129324_20221115_1.vrl",224820,2023-03-16 13:32:46
"THFHA","20230316","VR2W_131488_20221115_1.vrl",447703,2023-03-16 13:32:46
"THFHA","20230922","VR2AR_548259_20230712_1.vrl",3511845,2023-09-22 11:22:28
"THFHA","20230922","VR2AR_548266_20230712_1.vrl",2608859,2023-09-22 11:22:28
"THFHA","20230922","VR2AR_549103_20230712_1.vrl",2893004,2023-09-22 11:22:28
"THFHA","20230922","VR2AR_549118_20230712_1.vrl",3453029,2023-09-22 11:22:28
"THFHA","20230922","VR2W_104769_20230907_1.vrl",198358,2023-09-22 11:22:28
"THFHA","20230922","VR2W_104770_20230906_1.vrl",919376,2023-09-22 11:22:28
"THFHA","20230922","VR2W_104771_20230612_1.vrl",60300,2023-09-22 11:22:28
"THFHA","20230922","VR2W_104774_20230531_1.vrl",159044,2023-09-22 11:22:28
"THFHA","20230922","VR2W_105260_20230908_1.vrl",2595285,2023-09-22 11:22:28
"THFHA","20230922","VR2W_105468_20230531_2.vrl",1107719,2023-09-22 11:22:28
"THFHA","20230922","VR2W_107324_20230907_1.vrl",73620,2023-09-22 11:22:28
"THFHA","20230922","VR2W_107331_20230531_1.vrl",123389,2023-09-22 11:22:28
"THFHA","20230922","VR2W_107333_20230704_1.vrl",94980,2023-09-22 11:22:28
"THFHA","20230922","VR2W_107333_20230704_2.vrl",94993,2023-09-22 11:22:28
"THFHA","20230922","VR2W_109218_20230907_1.vrl",268821,2023-09-22 11:22:28
"THFHA","20230922","VR2W_109370_20230529_1.vrl",245573,2023-09-22 11:22:28
"THFHA","20230922","VR2W_109393_20230612_1.vrl",96143,2023-09-22 11:22:28
"THFHA","20230922","VR2W_109768_20230907_1.vrl",104070,2023-09-22 11:22:28
"THFHA","20230922","VR2W_111032_20230906_1.vrl",83697,2023-09-22 11:22:28
"THFHA","20230922","VR2W_113144_20230602_1.vrl",343921,2023-09-22 11:22:28
"THFHA","20230922","VR2W_113253_20230628_1.vrl",1795077,2023-09-22 11:22:28
"THFHA","20230922","VR2W_113254_20230612_1.vrl",601429,2023-09-22 11:22:28
"THFHA","20230922","VR2W_119457_20230526_1.vrl",1667206,2023-09-22 11:22:28
"THFHA","20230922","VR2W_119708_20230529_1.vrl",747748,2023-09-22 11:22:28
"THFHA","20230922","VR2W_121984_20230613_1.vrl",393592,2023-09-22 11:22:28
"THFHA","20230922","VR2W_121996_20230612_1.vrl",131411,2023-09-22 11:22:28
"THFHA","20230922","VR2W_125900_20230906_1.vrl",566162,2023-09-22 11:22:28
"THFHA","20230922","VR2W_125902_20230906_1.vrl",371714,2023-09-22 11:22:28
"THFHA","20230922","VR2W_125903_20230526_1.vrl",1604674,2023-09-22 11:22:28
"THFHA","20230922","VR2W_125986_20230602_1.vrl",114525,2023-09-22 11:22:30
"THFHA","20230922","VR2W_127834_20230526_1.vrl",819494,2023-09-22 11:22:30
"THFHA","20230922","VR2W_127842_20230609_2.vrl",133357,2023-09-22 11:22:30
"THFHA","20230922","VR2W_129324_20230526_1.vrl",225013,2023-09-22 11:22:30
"THFHA","20230922","VR2W_129324_20230526_2.vrl",225021,2023-09-22 11:22:30
"THFHA","20230922","VR2W_131486_20230612_1.vrl",253549,2023-09-22 11:22:30
"THFHA","20230922","VR2W_131488_20230526_1.vrl",448444,2023-09-22 11:22:30
"THFHA","20230922","VR2W_131489_20230707_1.vrl",1582743,2023-09-22 11:22:30
"THFHA","20230922","VR2W_132817_20230609_1.vrl",150904,2023-09-22 11:22:30
