season,Deep/Low SAV,Exposed/Low SAV,Mod/Dense SAV,Shallow/Dense SAV,Shallow/Low SAV
fall,,*,*,,*
winter,,,,,
spring,*,*,*,,**
summer,*,*,*,,**
